air_temperature,process_temperature,rotational_speed,torque,tool_wear,vibration,Machine failure,Machine Name,Machine ID,Type,TWF,HDF,PWF,OSF
303.6,312.5,1419,53.7,174.0,0.6,0,Grinding Machine-01,GM-01R2,L,0,0,0,0
298.5,308.9,1436,41.3,6.0,1.87,0,Grinding Machine-01,GM-01R3,L,0,0,0,0
299.5,309.4,1653,38.2,31.0,0.3,0,Grinding Machine-01,GM-01R4,L,0,0,0,0
298.0,308.7,1493,38.8,19.0,1.57,0,Grinding Machine-01,GM-01R5,L,0,0,0,0
302.6,311.4,1366,55.0,117.0,0.58,0,Grinding Machine-01,GM-01R6,L,0,0,0,0
309.34,316.02,1597,66.86,139.09,6.16,1,Grinding Machine-01,GM-01R7,L,0,0,0,0
299.2,309.3,1543,39.8,28.0,1.89,0,Grinding Machine-01,GM-01R8,L,0,0,0,0
299.8,309.0,1607,39.9,27.0,0.51,0,Grinding Machine-01,GM-01R9,L,0,0,0,0
307.33,323.65,1604,57.56,173.95,6.94,1,Grinding Machine-02,GM-02R1,L,0,1,0,0
298.0,309.5,1442,39.5,12.0,0.92,0,Grinding Machine-02,GM-02R2,L,0,0,0,0
303.0,311.9,1308,61.8,123.0,5.4,1,Grinding Machine-02,GM-02R3,L,0,0,0,1
298.5,308.5,1369,39.6,2.0,0.82,0,Grinding Machine-02,GM-02R4,L,0,0,0,0
297.9,309.0,1589,39.0,11.0,0.54,0,Grinding Machine-02,GM-02R5,L,0,0,0,0
301.6,310.6,1531,42.3,127.0,1.09,0,Grinding Machine-02,GM-02R6,L,0,0,0,0
306.23,326.83,1549,66.17,102.75,4.94,1,Grinding Machine-02,GM-02R7,L,0,0,1,0
302.7,310.9,1391,53.6,115.0,0.88,0,Grinding Machine-02,GM-02R8,L,0,0,0,0
299.8,309.6,1468,47.5,38.0,1.08,0,Grinding Machine-02,GM-02R9,L,0,0,0,0
305.77,317.53,1630,50.99,139.16,7.64,1,Grinding Machine-03,GM-03R1,L,0,0,0,0
298.1,309.1,1419,40.8,4.0,1.16,0,Grinding Machine-03,GM-03R2,L,0,0,0,0
305.3,313.5,1328,59.0,192.0,2.41,0,Grinding Machine-03,GM-03R3,L,0,0,0,0
302.5,311.5,1468,46.6,142.0,0.9,0,Grinding Machine-03,GM-03R4,L,0,0,0,0
305.5,314.5,1200,65.6,223.0,1.55,0,Grinding Machine-03,GM-03R5,L,0,0,0,0
306.33,322.3,1458,61.56,150.3,3.84,1,Grinding Machine-03,GM-03R6,L,0,0,0,0
297.8,308.9,1520,39.1,18.0,1.63,0,Grinding Machine-03,GM-03R7,L,0,0,0,0
300.6,309.9,1623,43.4,64.0,1.32,0,Grinding Machine-03,GM-03R8,L,0,0,0,0
303.7,312.8,1392,52.5,168.0,0.76,0,Grinding Machine-03,GM-03R9,L,0,0,0,0
306.58,326.47,1605,56.38,75.62,4.12,1,Heavy Press-01,HP-01R1,H,0,1,0,0
310.07,325.11,1200,85.47,327.0,3.79,1,Heavy Press-01,HP-01R2,H,0,0,0,1
303.5,312.4,1412,50.8,157.0,1.62,0,Heavy Press-01,HP-01R3,H,0,0,0,0
299.5,309.3,1570,45.1,36.0,0.68,0,Heavy Press-01,HP-01R4,H,0,0,0,0
306.6,316.3,1200,79.5,228.0,2.79,1,Heavy Press-01,HP-01R5,H,0,1,1,0
305.3,321.97,1409,64.7,237.74,6.25,1,Heavy Press-01,HP-01R6,H,1,0,0,0
302.4,311.6,1379,46.8,98.0,1.4,0,Heavy Press-01,HP-01R7,H,0,0,0,0
305.8,314.4,1200,70.4,230.0,1.05,0,Heavy Press-02,HP-02R1,H,0,0,0,0
301.9,311.0,1430,48.0,94.0,1.11,0,Heavy Press-02,HP-02R2,H,0,0,0,0
299.6,309.0,1559,45.3,36.0,1.01,0,Heavy Press-02,HP-02R3,H,0,0,0,0
302.9,312.4,1431,50.7,155.0,0.89,0,Heavy Press-02,HP-02R4,H,0,0,0,0
302.5,311.4,1395,55.4,94.0,3.28,1,Heavy Press-02,HP-02R5,H,0,1,0,0
302.2,310.1,1323,51.8,98.0,3.08,1,Heavy Press-02,HP-02R6,H,1,0,0,0
304.2,313.2,1349,59.2,178.0,1.06,0,Heavy Press-02,HP-02R7,H,0,0,0,0
304.6,313.7,1258,63.5,206.0,1.28,0,Heavy Press-03,HP-03R1,H,0,0,0,0
301.3,309.5,1518,42.3,75.0,1.66,0,Heavy Press-03,HP-03R2,H,0,0,0,0
303.5,312.8,1320,55.9,179.0,1.17,0,Heavy Press-03,HP-03R3,H,0,0,0,0
303.9,312.5,1230,61.6,134.0,4.23,1,Heavy Press-03,HP-03R4,H,0,1,1,0
299.8,309.8,1591,43.5,55.0,1.57,0,Heavy Press-03,HP-03R5,H,0,0,0,0
303.3,311.8,1281,67.5,133.0,4.07,1,Heavy Press-03,HP-03R6,H,0,1,1,0
304.6,313.3,1200,70.9,152.0,2.35,1,Heavy Press-03,HP-03R7,H,0,0,1,1
302.85,325.26,1632,58.09,141.83,6.98,1,Hot Rolling Mill-01,HRM-01R1,H,0,0,0,1
311.41,321.19,1234,75.81,320.59,2.87,1,Hot Rolling Mill-01,HRM-01R2,H,0,1,0,0
300.1,309.9,1663,39.8,48.0,1.02,0,Hot Rolling Mill-01,HRM-01R3,H,0,0,0,0
300.3,309.2,1575,41.4,50.0,1.86,0,Hot Rolling Mill-01,HRM-01R4,H,0,0,0,0
304.8,313.3,1200,73.1,153.0,2.27,1,Hot Rolling Mill-01,HRM-01R5,H,0,0,1,1
304.2,313.3,1391,55.4,181.0,1.27,0,Hot Rolling Mill-01,HRM-01R6,H,0,0,0,0
310.74,325.89,1259,76.61,272.31,5.16,1,Hot Rolling Mill-01,HRM-01R7,H,0,1,0,0
299.9,309.3,1596,42.7,53.0,1.64,0,Hot Rolling Mill-01,HRM-01R8,H,0,0,0,0
305.1,315.1,1200,69.0,234.0,0.87,0,Hot Rolling Mill-02,HRM-02R1,H,0,0,0,0
305.78,322.8,1560,58.41,103.64,5.38,1,Hot Rolling Mill-02,HRM-02R2,H,1,0,0,0
302.1,310.8,1457,49.7,97.0,1.5,0,Hot Rolling Mill-02,HRM-02R3,H,0,0,0,0
305.1,313.4,1201,63.8,200.0,1.04,0,Hot Rolling Mill-02,HRM-02R4,H,0,0,0,0
305.0,313.9,1244,66.4,206.0,0.83,0,Hot Rolling Mill-02,HRM-02R5,H,0,0,0,0
303.4,312.0,1390,51.9,166.0,0.32,0,Hot Rolling Mill-02,HRM-02R6,H,0,0,0,0
303.1,312.9,1421,51.7,162.0,0.32,0,Hot Rolling Mill-02,HRM-02R7,H,0,0,0,0
305.6,314.8,1200,67.4,235.0,1.5,0,Hot Rolling Mill-03,HRM-03R1,H,0,0,0,0
303.4,313.1,1338,56.8,175.0,0.93,0,Hot Rolling Mill-03,HRM-03R2,H,0,0,0,0
314.81,328.43,1200,81.98,329.65,6.68,1,Hot Rolling Mill-03,HRM-03R3,H,0,0,0,1
303.8,312.9,1361,57.8,179.0,1.47,0,Hot Rolling Mill-03,HRM-03R4,H,0,0,0,0
302.4,311.2,1470,45.0,135.0,1.03,0,Hot Rolling Mill-03,HRM-03R5,H,0,0,0,0
304.9,314.3,1287,62.1,202.0,0.92,0,Hot Rolling Mill-03,HRM-03R6,H,0,0,0,0
307.92,330.9,1268,78.47,294.6,5.01,1,Hot Rolling Mill-03,HRM-03R7,H,0,1,0,0
301.7,310.3,1533,40.7,121.0,2.06,0,Hydraulic Press-01,HP-01R1,M,0,0,0,0
300.9,309.7,1467,48.6,57.0,1.52,0,Hydraulic Press-01,HP-01R2,M,0,0,0,0
301.5,310.2,1626,45.8,77.0,1.78,0,Hydraulic Press-01,HP-01R3,M,0,0,0,0
301.0,310.1,1563,42.1,74.0,0.39,0,Hydraulic Press-01,HP-01R4,M,0,0,0,0
306.3,315.4,1200,77.5,221.0,3.74,1,Hydraulic Press-01,HP-01R5,M,1,0,0,0
301.4,310.7,1514,42.6,121.0,2.22,0,Hydraulic Press-01,HP-01R6,M,0,0,0,0
301.0,309.9,1504,44.1,122.0,2.45,0,Hydraulic Press-01,HP-01R7,M,0,0,0,0
299.6,309.3,1604,40.4,56.0,1.73,0,Hydraulic Press-01,HP-01R8,M,0,0,0,0
314.29,331.93,1217,92.62,342.57,7.77,1,Hydraulic Press-01,HP-01R9,M,0,0,1,0
305.76,323.83,1555,53.13,51.2,3.27,1,Hydraulic Press-02,HP-02R1,M,0,0,0,1
303.6,312.2,1421,51.2,164.0,1.55,0,Hydraulic Press-02,HP-02R2,M,0,0,0,0
305.7,314.7,1211,68.4,220.0,1.75,0,Hydraulic Press-02,HP-02R3,M,0,0,0,0
301.6,310.9,1500,40.0,89.0,0.3,0,Hydraulic Press-02,HP-02R4,M,0,0,0,0
299.6,309.3,1553,47.0,39.0,1.13,0,Hydraulic Press-02,HP-02R5,M,0,0,0,0
306.24,324.75,1597,62.85,156.03,5.94,1,Hydraulic Press-02,HP-02R6,M,0,0,1,0
303.8,312.9,1243,66.2,140.0,2.13,1,Hydraulic Press-02,HP-02R7,M,1,0,0,0
304.5,313.0,1266,67.1,141.0,2.01,1,Hydraulic Press-02,HP-02R8,M,1,0,0,0
305.0,314.3,1200,70.9,226.0,0.87,0,Hydraulic Press-02,HP-02R9,M,0,0,0,0
306.3,314.5,1200,71.1,235.0,0.59,0,Lathe Machine-01,LM-01R1,M,0,0,0,0
306.3,315.7,1200,78.4,215.0,3.68,1,Lathe Machine-01,LM-01R2,M,1,0,0,0
303.3,312.6,1418,52.7,164.0,1.32,0,Lathe Machine-01,LM-01R3,M,0,0,0,0
314.12,327.76,1336,68.18,252.34,4.82,1,Lathe Machine-01,LM-01R4,M,0,1,0,0
302.9,311.7,1351,60.9,110.0,2.57,1,Lathe Machine-01,LM-01R5,M,0,0,1,0
306.0,315.4,1200,70.9,234.0,1.45,0,Lathe Machine-01,LM-01R6,M,0,0,0,0
302.1,310.9,1512,44.7,123.0,2.03,0,Lathe Machine-01,LM-01R7,M,0,0,0,0
297.8,308.1,1700,35.5,15.0,1.59,0,Lathe Machine-01,LM-01R8,M,0,0,0,0
300.2,309.6,1554,38.3,59.0,1.63,0,Lathe Machine-01,LM-01R9,M,0,0,0,0
303.13,326.57,1565,48.84,143.61,6.46,1,Lathe Machine-02,LM-02R1,M,1,0,0,0
300.3,309.4,1606,45.1,46.0,0.61,0,Lathe Machine-02,LM-02R2,M,0,0,0,0
306.2,315.7,1200,77.8,216.0,3.94,1,Lathe Machine-02,LM-02R3,M,1,0,0,0
299.2,309.8,1510,47.4,40.0,1.29,0,Lathe Machine-02,LM-02R4,M,0,0,0,0
303.5,312.7,1377,52.9,168.0,0.3,0,Lathe Machine-02,LM-02R5,M,0,0,0,0
302.7,311.6,1404,51.7,152.0,1.21,0,Lathe Machine-02,LM-02R6,M,0,0,0,0
298.5,308.3,1610,34.6,18.0,1.57,0,Lathe Machine-02,LM-02R7,M,0,0,0,0
311.48,317.32,1420,75.62,259.29,6.97,1,Lathe Machine-02,LM-02R8,M,0,0,0,1
302.4,311.7,1427,48.1,144.0,2.07,0,Lathe Machine-02,LM-02R9,M,0,0,0,0
299.9,309.6,1655,43.0,51.0,1.4,0,Lathe Machine-03,LM-03R1,M,0,0,0,0
298.2,309.1,1548,43.0,0.0,1.27,0,Lathe Machine-03,LM-03R2,M,0,0,0,0
306.3,314.5,1200,71.1,235.0,1.0,0,Lathe Machine-03,LM-03R3,M,0,0,0,0
300.9,310.5,1634,48.9,74.0,1.09,0,Lathe Machine-03,LM-03R4,M,0,0,0,0
303.1,312.5,1380,58.1,176.0,1.47,0,Lathe Machine-03,LM-03R5,M,0,0,0,0
298.6,309.4,1614,39.8,16.0,1.49,0,Lathe Machine-03,LM-03R6,M,0,0,0,0
306.1,315.6,1200,78.7,199.0,3.26,1,Lathe Machine-03,LM-03R7,M,0,0,1,1
303.1,311.3,1323,56.8,117.0,1.75,1,Lathe Machine-03,LM-03R8,M,0,0,1,0
298.6,308.5,1554,43.7,0.0,1.15,0,Lathe Machine-03,LM-03R9,M,0,0,0,0
299.6,309.2,1563,45.7,35.0,0.81,0,Lime Kiln-01,LK-01R1,H,0,0,0,0
303.6,312.5,1272,64.7,129.0,4.27,1,Lime Kiln-01,LK-01R2,H,0,1,1,0
299.8,309.1,1528,45.8,40.0,0.58,0,Lime Kiln-01,LK-01R3,H,0,0,0,0
301.2,310.5,1596,46.6,71.0,0.44,0,Lime Kiln-01,LK-01R4,H,0,0,0,0
309.92,316.89,1484,56.69,222.89,7.84,1,Lime Kiln-01,LK-01R5,H,0,0,0,0
301.3,310.2,1404,45.7,72.0,1.77,0,Lime Kiln-01,LK-01R6,H,0,0,0,0
304.8,314.3,1252,61.6,203.0,1.75,0,Lime Kiln-01,LK-01R7,H,0,0,0,0
299.9,309.4,1604,35.3,52.0,0.72,0,Lime Kiln-02,LK-02R1,H,0,0,0,0
299.5,309.4,1460,43.5,31.0,0.68,0,Lime Kiln-02,LK-02R2,H,0,0,0,0
304.8,313.7,1290,60.5,198.0,0.96,0,Lime Kiln-02,LK-02R3,H,0,0,0,0
304.8,313.8,1283,62.7,204.0,0.61,0,Lime Kiln-02,LK-02R4,H,0,0,0,0
303.9,313.7,1292,57.7,183.0,0.41,0,Lime Kiln-02,LK-02R5,H,0,0,0,0
301.7,310.6,1564,41.4,130.0,2.0,0,Lime Kiln-02,LK-02R6,H,0,0,0,0
313.07,321.82,1242,78.65,263.67,6.8,1,Lime Kiln-02,LK-02R7,H,0,0,0,0
305.6,314.3,1231,65.0,218.0,1.39,0,Milling Machine-01,MM-01R1,L,0,0,0,0
309.08,323.55,1582,67.83,188.56,3.63,1,Milling Machine-01,MM-01R2,L,1,0,0,0
299.7,308.9,1639,36.9,28.0,2.33,0,Milling Machine-01,MM-01R3,L,0,0,0,0
302.6,310.9,1381,54.2,116.0,0.49,0,Milling Machine-01,MM-01R4,L,0,0,0,0
300.1,309.9,1580,42.2,67.0,0.3,0,Milling Machine-01,MM-01R5,L,0,0,0,0
304.9,313.7,1250,58.8,193.0,0.97,0,Milling Machine-01,MM-01R6,L,0,0,0,0
303.1,311.8,1200,61.7,127.0,5.2,1,Milling Machine-01,MM-01R7,L,0,0,0,1
298.0,308.9,1539,40.3,16.0,1.6,0,Milling Machine-01,MM-01R8,L,0,0,0,0
299.9,308.9,1629,40.3,23.0,0.68,0,Milling Machine-01,MM-01R9,L,0,0,0,0
297.8,308.2,1500,48.8,3.0,1.6,0,Milling Machine-02,MM-02R1,L,0,0,0,0
304.8,313.3,1281,60.8,191.0,1.36,0,Milling Machine-02,MM-02R2,L,0,0,0,0
303.9,312.8,1398,52.5,165.0,1.79,0,Milling Machine-02,MM-02R3,L,0,0,0,0
300.0,308.7,1647,37.6,28.0,0.93,0,Milling Machine-02,MM-02R4,L,0,0,0,0
302.3,317.17,1445,67.88,123.14,6.79,1,Milling Machine-02,MM-02R5,L,0,0,0,0
302.6,311.5,1475,45.5,145.0,1.05,0,Milling Machine-02,MM-02R6,L,0,0,0,0
304.9,314.4,1200,73.1,173.0,3.71,1,Milling Machine-02,MM-02R7,L,1,1,0,0
305.1,314.3,1225,64.7,225.0,1.44,0,Milling Machine-02,MM-02R8,L,0,0,0,0
304.55,325.88,1640,61.35,123.48,4.43,1,Milling Machine-02,MM-02R9,L,0,0,0,0
304.7,314.2,1203,66.0,214.0,1.75,0,Milling Machine-03,MM-03R1,L,0,0,0,0
305.6,318.63,1600,65.14,116.56,4.56,1,Milling Machine-03,MM-03R2,L,0,0,0,0
302.7,311.4,1426,47.7,146.0,0.32,0,Milling Machine-03,MM-03R3,L,0,0,0,0
298.5,308.8,1451,40.4,10.0,1.31,0,Milling Machine-03,MM-03R4,L,0,0,0,0
298.2,309.1,1555,39.1,16.0,1.2,0,Milling Machine-03,MM-03R5,L,0,0,0,0
304.2,313.5,1275,59.3,197.0,1.7,0,Milling Machine-03,MM-03R6,L,0,0,0,0
302.48,320.54,1553,61.55,103.42,4.64,1,Milling Machine-03,MM-03R7,L,0,1,0,0
304.2,313.6,1254,57.1,192.0,1.98,0,Milling Machine-03,MM-03R8,L,0,0,0,0
298.2,309.1,1393,38.9,1.0,1.52,0,Milling Machine-03,MM-03R9,L,0,0,0,0
301.3,310.3,1456,47.5,72.0,2.36,0,Ore Sintering Machine-01,OSM-01R1,H,0,0,0,0
310.29,323.23,1527,55.94,241.6,5.56,1,Ore Sintering Machine-01,OSM-01R2,H,0,0,0,0
300.2,309.0,1623,43.0,51.0,2.04,0,Ore Sintering Machine-01,OSM-01R3,H,0,0,0,0
302.1,311.3,1425,48.0,92.0,1.47,0,Ore Sintering Machine-01,OSM-01R4,H,0,0,0,0
305.5,315.1,1200,69.6,234.0,0.89,0,Ore Sintering Machine-01,OSM-01R5,H,0,0,0,0
302.99,318.91,1608,63.12,143.59,5.17,1,Ore Sintering Machine-01,OSM-01R6,H,0,0,0,0
311.09,318.87,1256,80.45,241.65,7.31,1,Ore Sintering Machine-01,OSM-01R7,H,0,1,0,0
302.8,312.3,1444,50.6,158.0,1.31,0,Ore Sintering Machine-02,OSM-02R1,H,0,0,0,0
305.7,314.4,1200,76.2,189.0,4.32,1,Ore Sintering Machine-02,OSM-02R2,H,0,1,0,1
299.8,309.2,1412,45.1,33.0,0.71,0,Ore Sintering Machine-02,OSM-02R3,H,0,0,0,0
305.5,314.4,1202,70.1,232.0,1.62,0,Ore Sintering Machine-02,OSM-02R4,H,0,0,0,0
301.8,311.2,1525,47.4,134.0,0.41,0,Ore Sintering Machine-02,OSM-02R5,H,0,0,0,0
304.5,313.1,1363,56.5,174.0,1.27,0,Ore Sintering Machine-02,OSM-02R6,H,0,0,0,0
305.5,314.5,1200,72.6,192.0,4.28,1,Ore Sintering Machine-02,OSM-02R7,H,0,1,0,1
304.2,314.0,1271,61.8,192.0,1.19,0,Pellet Screening Unit-01,PSU-01R1,L,0,0,0,0
297.4,308.6,1441,42.8,11.0,1.28,0,Pellet Screening Unit-01,PSU-01R2,L,0,0,0,0
302.4,311.2,1511,45.0,140.0,0.33,0,Pellet Screening Unit-01,PSU-01R3,L,0,0,0,0
298.7,308.8,1390,46.2,4.0,1.95,0,Pellet Screening Unit-01,PSU-01R4,L,0,0,0,0
307.3,316.6,1200,82.6,248.0,3.75,1,Pellet Screening Unit-01,PSU-01R5,L,0,0,0,1
299.7,309.3,1474,44.5,42.0,1.03,0,Pellet Screening Unit-01,PSU-01R6,L,0,0,0,0
299.5,309.0,1639,42.5,29.0,1.55,0,Pellet Screening Unit-01,PSU-01R7,L,0,0,0,0
299.9,309.8,1565,49.7,43.0,0.99,0,Pellet Screening Unit-01,PSU-01R8,L,0,0,0,0
300.4,309.9,1549,45.6,60.0,0.87,0,Pellet Screening Unit-02,PSU-02R1,L,0,0,0,0
302.4,311.4,1496,49.0,149.0,1.14,0,Pellet Screening Unit-02,PSU-02R2,L,0,0,0,0
304.2,312.5,1396,53.7,174.0,1.24,0,Pellet Screening Unit-02,PSU-02R3,L,0,0,0,0
299.8,308.5,1605,34.0,25.0,2.23,0,Pellet Screening Unit-02,PSU-02R4,L,0,0,0,0
314.81,321.2,1237,76.95,293.61,6.93,1,Pellet Screening Unit-02,PSU-02R5,L,0,0,0,0
307.2,316.3,1200,84.7,234.0,4.42,1,Pellet Screening Unit-02,PSU-02R6,L,0,0,0,1
298.1,308.1,1474,48.0,5.0,1.62,0,Pellet Screening Unit-02,PSU-02R7,L,0,0,0,0
299.1,309.2,1587,39.9,26.0,0.96,0,Pellet Screening Unit-02,PSU-02R8,L,0,0,0,0
305.4,314.4,1217,62.4,215.0,1.26,0,Scrap Shredder-01,SS-01R1,L,0,0,0,0
300.3,308.6,1573,40.7,44.0,0.96,0,Scrap Shredder-01,SS-01R2,L,0,0,0,0
304.7,313.7,1284,60.8,197.0,0.91,0,Scrap Shredder-01,SS-01R3,L,0,0,0,0
303.3,312.4,1376,53.0,163.0,2.23,0,Scrap Shredder-01,SS-01R4,L,0,0,0,0
303.9,312.7,1389,51.7,163.0,2.36,0,Scrap Shredder-01,SS-01R5,L,0,0,0,0
304.0,317.38,1580,64.54,127.98,3.2,1,Scrap Shredder-01,SS-01R6,L,0,1,0,0
302.2,311.2,1391,52.3,117.0,0.51,0,Scrap Shredder-01,SS-01R7,L,0,0,0,0
305.3,314.0,1201,66.2,218.0,0.93,0,Scrap Shredder-01,SS-01R8,L,0,0,0,0
299.6,308.7,1633,35.4,23.0,2.27,0,Scrap Shredder-01,SS-01R9,L,0,0,0,0
304.3,313.4,1326,59.5,185.0,1.12,0,Scrap Shredder-02,SS-02R1,L,0,0,0,0
302.3,312.4,1322,60.2,115.0,5.05,1,Scrap Shredder-02,SS-02R2,L,0,0,0,1
302.0,310.5,1506,46.6,117.0,0.89,0,Scrap Shredder-02,SS-02R3,L,0,0,0,0
299.9,308.7,1422,48.1,38.0,1.35,0,Scrap Shredder-02,SS-02R4,L,0,0,0,0
302.9,312.6,1420,52.7,163.0,2.12,0,Scrap Shredder-02,SS-02R5,L,0,0,0,0
303.3,311.9,1249,63.1,130.0,4.9,1,Scrap Shredder-02,SS-02R6,L,0,0,0,1
300.1,309.3,1428,47.9,42.0,1.57,0,Scrap Shredder-02,SS-02R7,L,0,0,0,0
301.9,309.7,1509,43.3,118.0,1.87,0,Scrap Shredder-02,SS-02R8,L,0,0,0,0
299.6,308.9,1468,43.3,30.0,0.62,0,Slab Caster-01,SC-01R1,H,0,0,0,0
299.4,309.0,1414,46.3,25.0,1.16,0,Slab Caster-01,SC-01R2,H,0,0,0,0
299.7,309.9,1642,41.3,51.0,1.75,0,Slab Caster-01,SC-01R3,H,0,0,0,0
305.3,314.5,1200,71.9,237.0,1.75,0,Slab Caster-01,SC-01R4,H,0,0,0,0
299.6,309.3,1563,41.4,31.0,1.23,0,Slab Caster-01,SC-01R5,H,0,0,0,0
301.8,310.8,1519,44.5,129.0,0.64,0,Slab Caster-01,SC-01R6,H,0,0,0,0
299.8,309.0,1565,40.0,33.0,0.3,0,Slab Caster-01,SC-01R7,H,0,0,0,0
299.6,309.1,1447,43.3,31.0,0.3,0,Slab Caster-02,SC-02R1,H,0,0,0,0
305.7,314.7,1200,67.7,232.0,0.99,0,Slab Caster-02,SC-02R2,H,0,0,0,0
305.9,314.7,1200,71.6,191.0,4.03,1,Slab Caster-02,SC-02R3,H,0,1,0,1
304.4,313.3,1200,67.0,160.0,2.08,1,Slab Caster-02,SC-02R4,H,0,0,1,1
301.8,311.0,1532,43.5,132.0,0.43,0,Slab Caster-02,SC-02R5,H,0,0,0,0
305.6,314.8,1200,68.7,235.0,1.39,0,Slab Caster-02,SC-02R6,H,0,0,0,0
301.2,310.2,1581,44.8,72.0,0.85,0,Slab Caster-02,SC-02R7,H,0,0,0,0
303.3,312.3,1245,63.4,128.0,4.52,1,Torpedo Ladle-01,TL-01R1,H,0,1,1,0
304.9,314.4,1303,64.7,206.0,1.45,0,Torpedo Ladle-01,TL-01R2,H,0,0,0,0
304.2,313.0,1255,67.7,159.0,2.21,1,Torpedo Ladle-01,TL-01R3,H,0,0,1,1
300.8,310.6,1425,46.0,78.0,1.63,0,Torpedo Ladle-01,TL-01R4,H,0,0,0,0
304.5,313.6,1300,63.4,203.0,1.36,0,Torpedo Ladle-01,TL-01R5,H,0,0,0,0
299.9,309.1,1557,44.2,37.0,1.31,0,Torpedo Ladle-01,TL-01R6,H,0,0,0,0
302.7,312.3,1453,51.2,157.0,1.56,0,Torpedo Ladle-01,TL-01R7,H,0,0,0,0
305.9,314.6,1200,70.5,234.0,1.53,0,Torpedo Ladle-02,TL-02R1,H,0,0,0,0
299.6,308.5,1542,46.4,34.0,1.19,0,Torpedo Ladle-02,TL-02R2,H,0,0,0,0
302.3,310.9,1359,52.6,91.0,2.91,1,Torpedo Ladle-02,TL-02R3,H,1,0,0,0
304.1,312.0,1389,52.3,158.0,0.69,0,Torpedo Ladle-02,TL-02R4,H,0,0,0,0
313.14,324.91,1430,74.41,231.09,7.73,1,Torpedo Ladle-02,TL-02R5,H,1,0,0,0
304.5,314.6,1255,61.2,211.0,0.83,0,Torpedo Ladle-02,TL-02R6,H,0,0,0,0
301.8,310.9,1492,44.6,132.0,1.1,0,Torpedo Ladle-02,TL-02R7,H,0,0,0,0
299.5,308.9,1613,38.8,22.0,1.95,0,Water Pump Station-01,WPS-01R1,L,0,0,0,0
299.9,310.3,1567,47.1,62.0,1.68,0,Water Pump Station-01,WPS-01R2,L,0,0,0,0
302.4,312.2,1496,49.6,150.0,1.07,0,Water Pump Station-01,WPS-01R3,L,0,0,0,0
301.1,309.7,1567,43.9,61.0,0.52,0,Water Pump Station-01,WPS-01R4,L,0,0,0,0
303.7,312.4,1367,52.7,161.0,2.21,0,Water Pump Station-01,WPS-01R5,L,0,0,0,0
304.9,313.4,1310,62.1,196.0,1.72,0,Water Pump Station-01,WPS-01R6,L,0,0,0,0
300.1,309.8,1608,42.2,60.0,0.6,0,Water Pump Station-01,WPS-01R7,L,0,0,0,0
307.9,326.77,1416,56.43,61.79,7.98,1,Water Pump Station-01,WPS-01R8,L,0,1,0,0
