UDI,Machine ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Machine Name,Vibration [mm/s]
478,EAF-02R9,M,308.48,326.4,1200,83.47,339.67,1,0,0,0,1,0,Electric Arc Furnace-02,6.73
49,GL-01R1,M,299.0,308.4,1644,37.4,19.0,0,0,0,0,0,0,Galvanizing Line-01,1.37
113,GL-01R2,M,300.5,309.3,1634,37.5,65.0,0,0,0,0,0,0,Galvanizing Line-01,0.96
166,GL-01R3,M,301.9,310.6,1533,47.0,120.0,0,0,0,0,0,0,Galvanizing Line-01,1.53
216,GL-01R4,M,313.16,330.39,1331,76.55,251.7,1,0,0,0,0,1,Galvanizing Line-01,4.31
279,GL-01R5,M,305.9,314.4,1200,73.5,195.0,1,0,0,1,1,0,Galvanizing Line-01,3.71
329,GL-01R6,M,301.5,310.1,1537,41.1,116.0,0,0,0,0,0,0,Galvanizing Line-01,1.84
376,GL-01R7,M,304.73,320.93,1410,71.4,174.91,1,0,0,1,0,0,Galvanizing Line-01,3.75
427,GL-01R8,M,300.8,311.1,1564,43.9,73.0,0,0,0,0,0,0,Galvanizing Line-01,0.84
486,GL-01R9,M,303.9,313.0,1200,70.5,140.0,1,1,0,0,0,0,Galvanizing Line-01,1.97
53,GL-02R1,M,303.0,311.9,1443,52.6,164.0,0,0,0,0,0,0,Galvanizing Line-02,0.83
115,GL-02R2,M,301.4,310.3,1529,43.1,123.0,0,0,0,0,0,0,Galvanizing Line-02,2.3
167,GL-02R3,M,300.4,309.1,1619,41.4,40.0,0,0,0,0,0,0,Galvanizing Line-02,0.81
220,GL-02R4,M,302.4,311.0,1474,48.0,133.0,0,0,0,0,0,0,Galvanizing Line-02,0.3
281,GL-02R5,M,302.4,312.0,1415,51.4,150.0,0,0,0,0,0,0,Galvanizing Line-02,0.77
332,GL-02R6,M,297.5,308.4,1456,40.3,12.0,0,0,0,0,0,0,Galvanizing Line-02,0.3
379,GL-02R7,M,304.7,314.7,1249,68.3,220.0,0,0,0,0,0,0,Galvanizing Line-02,1.87
430,GL-02R8,M,304.9,313.9,1261,66.8,211.0,0,0,0,0,0,0,Galvanizing Line-02,1.51
488,GL-02R9,M,303.1,311.2,1437,48.2,149.0,0,0,0,0,0,0,Galvanizing Line-02,1.91
8,GM-01R1,L,300.7,310.0,1566,48.3,78.0,0,0,0,0,0,0,Grinding Machine-01,0.4
68,GM-01R2,L,303.6,312.5,1419,53.7,174.0,0,0,0,0,0,0,Grinding Machine-01,0.6
117,GM-01R3,L,298.5,308.9,1436,41.3,6.0,0,0,0,0,0,0,Grinding Machine-01,1.87
170,GM-01R4,L,299.5,309.4,1653,38.2,31.0,0,0,0,0,0,0,Grinding Machine-01,0.3
222,GM-01R5,L,298.0,308.7,1493,38.8,19.0,0,0,0,0,0,0,Grinding Machine-01,1.57
263,GM-01R6,L,302.6,311.4,1366,55.0,117.0,0,0,0,0,0,0,Grinding Machine-01,0.58
314,GM-01R7,L,309.34,316.02,1597,66.86,139.09,1,0,0,0,0,1,Grinding Machine-01,6.16
393,GM-01R8,L,299.2,309.3,1543,39.8,28.0,0,0,0,0,0,0,Grinding Machine-01,1.89
458,GM-01R9,L,299.8,309.0,1607,39.9,27.0,0,0,0,0,0,0,Grinding Machine-01,0.51
10,GM-02R1,L,307.33,323.65,1604,57.56,173.95,1,0,1,0,0,0,Grinding Machine-02,6.94
69,GM-02R2,L,298.0,309.5,1442,39.5,12.0,0,0,0,0,0,0,Grinding Machine-02,0.92
120,GM-02R3,L,303.0,311.9,1308,61.8,123.0,1,0,0,0,1,0,Grinding Machine-02,5.4
172,GM-02R4,L,298.5,308.5,1369,39.6,2.0,0,0,0,0,0,0,Grinding Machine-02,0.82
223,GM-02R5,L,297.9,309.0,1589,39.0,11.0,0,0,0,0,0,0,Grinding Machine-02,0.54
265,GM-02R6,L,301.6,310.6,1531,42.3,127.0,0,0,0,0,0,0,Grinding Machine-02,1.09
317,GM-02R7,L,306.23,326.83,1549,66.17,102.75,1,0,0,1,0,0,Grinding Machine-02,4.94
398,GM-02R8,L,302.7,310.9,1391,53.6,115.0,0,0,0,0,0,0,Grinding Machine-02,0.88
463,GM-02R9,L,299.8,309.6,1468,47.5,38.0,0,0,0,0,0,0,Grinding Machine-02,1.08
12,GM-03R1,L,305.77,317.53,1630,50.99,139.16,1,0,0,0,0,1,Grinding Machine-03,7.64
72,GM-03R2,L,298.1,309.1,1419,40.8,4.0,0,0,0,0,0,0,Grinding Machine-03,1.16
122,GM-03R3,L,305.3,313.5,1328,59.0,192.0,0,0,0,0,0,0,Grinding Machine-03,2.41
175,GM-03R4,L,302.5,311.5,1468,46.6,142.0,0,0,0,0,0,0,Grinding Machine-03,0.9
224,GM-03R5,L,305.5,314.5,1200,65.6,223.0,0,0,0,0,0,0,Grinding Machine-03,1.55
268,GM-03R6,L,306.33,322.3,1458,61.56,150.3,1,0,0,0,0,1,Grinding Machine-03,3.84
319,GM-03R7,L,297.8,308.9,1520,39.1,18.0,0,0,0,0,0,0,Grinding Machine-03,1.63
401,GM-03R8,L,300.6,309.9,1623,43.4,64.0,0,0,0,0,0,0,Grinding Machine-03,1.32
464,GM-03R9,L,303.7,312.8,1392,52.5,168.0,0,0,0,0,0,0,Grinding Machine-03,0.76
20,HP-01R1,H,306.58,326.47,1605,56.38,75.62,1,0,1,0,0,0,Heavy Press-01,4.12
86,HP-01R2,H,310.07,325.11,1200,85.47,327.0,1,0,0,0,1,0,Heavy Press-01,3.79
160,HP-01R3,H,303.5,312.4,1412,50.8,157.0,0,0,0,0,0,0,Heavy Press-01,1.62
266,HP-01R4,H,299.5,309.3,1570,45.1,36.0,0,0,0,0,0,0,Heavy Press-01,0.68
337,HP-01R5,H,306.6,316.3,1200,79.5,228.0,1,0,1,1,0,0,Heavy Press-01,2.79
403,HP-01R6,H,305.3,321.97,1409,64.7,237.74,1,1,0,0,0,0,Heavy Press-01,6.25
462,HP-01R7,H,302.4,311.6,1379,46.8,98.0,0,0,0,0,0,0,Heavy Press-01,1.4
21,HP-02R1,H,305.8,314.4,1200,70.4,230.0,0,0,0,0,0,0,Heavy Press-02,1.05
101,HP-02R2,H,301.9,311.0,1430,48.0,94.0,0,0,0,0,0,0,Heavy Press-02,1.11
179,HP-02R3,H,299.6,309.0,1559,45.3,36.0,0,0,0,0,0,0,Heavy Press-02,1.01
267,HP-02R4,H,302.9,312.4,1431,50.7,155.0,0,0,0,0,0,0,Heavy Press-02,0.89
338,HP-02R5,H,302.5,311.4,1395,55.4,94.0,1,0,1,0,0,0,Heavy Press-02,3.28
405,HP-02R6,H,302.2,310.1,1323,51.8,98.0,1,1,0,0,0,0,Heavy Press-02,3.08
466,HP-02R7,H,304.2,313.2,1349,59.2,178.0,0,0,0,0,0,0,Heavy Press-02,1.06
29,HP-03R1,H,304.6,313.7,1258,63.5,206.0,0,0,0,0,0,0,Heavy Press-03,1.28
103,HP-03R2,H,301.3,309.5,1518,42.3,75.0,0,0,0,0,0,0,Heavy Press-03,1.66
187,HP-03R3,H,303.5,312.8,1320,55.9,179.0,0,0,0,0,0,0,Heavy Press-03,1.17
274,HP-03R4,H,303.9,312.5,1230,61.6,134.0,1,0,1,1,0,0,Heavy Press-03,4.23
343,HP-03R5,H,299.8,309.8,1591,43.5,55.0,0,0,0,0,0,0,Heavy Press-03,1.57
406,HP-03R6,H,303.3,311.8,1281,67.5,133.0,1,0,1,1,0,0,Heavy Press-03,4.07
468,HP-03R7,H,304.6,313.3,1200,70.9,152.0,1,0,0,1,1,0,Heavy Press-03,2.35
16,HRM-01R1,H,302.85,325.26,1632,58.09,141.83,1,0,0,0,1,0,Hot Rolling Mill-01,6.98
82,HRM-01R2,H,311.41,321.19,1234,75.81,320.59,1,0,1,0,0,0,Hot Rolling Mill-01,2.87
152,HRM-01R3,H,300.1,309.9,1663,39.8,48.0,0,0,0,0,0,0,Hot Rolling Mill-01,1.02
255,HRM-01R4,H,300.3,309.2,1575,41.4,50.0,0,0,0,0,0,0,Hot Rolling Mill-01,1.86
331,HRM-01R5,H,304.8,313.3,1200,73.1,153.0,1,0,0,1,1,0,Hot Rolling Mill-01,2.27
392,HRM-01R6,H,304.2,313.3,1391,55.4,181.0,0,0,0,0,0,0,Hot Rolling Mill-01,1.27
453,HRM-01R7,H,310.74,325.89,1259,76.61,272.31,1,0,1,0,0,0,Hot Rolling Mill-01,5.16
500,HRM-01R8,H,299.9,309.3,1596,42.7,53.0,0,0,0,0,0,0,Hot Rolling Mill-01,1.64
17,HRM-02R1,H,305.1,315.1,1200,69.0,234.0,0,0,0,0,0,0,Hot Rolling Mill-02,0.87
83,HRM-02R2,H,305.78,322.8,1560,58.41,103.64,1,1,0,0,0,0,Hot Rolling Mill-02,5.38
158,HRM-02R3,H,302.1,310.8,1457,49.7,97.0,0,0,0,0,0,0,Hot Rolling Mill-02,1.5
258,HRM-02R4,H,305.1,313.4,1201,63.8,200.0,0,0,0,0,0,0,Hot Rolling Mill-02,1.04
334,HRM-02R5,H,305.0,313.9,1244,66.4,206.0,0,0,0,0,0,0,Hot Rolling Mill-02,0.83
400,HRM-02R6,H,303.4,312.0,1390,51.9,166.0,0,0,0,0,0,0,Hot Rolling Mill-02,0.32
459,HRM-02R7,H,303.1,312.9,1421,51.7,162.0,0,0,0,0,0,0,Hot Rolling Mill-02,0.32
19,HRM-03R1,H,305.6,314.8,1200,67.4,235.0,0,0,0,0,0,0,Hot Rolling Mill-03,1.5
85,HRM-03R2,H,303.4,313.1,1338,56.8,175.0,0,0,0,0,0,0,Hot Rolling Mill-03,0.93
159,HRM-03R3,H,314.81,328.43,1200,81.98,329.65,1,0,0,0,1,0,Hot Rolling Mill-03,6.68
264,HRM-03R4,H,303.8,312.9,1361,57.8,179.0,0,0,0,0,0,0,Hot Rolling Mill-03,1.47
336,HRM-03R5,H,302.4,311.2,1470,45.0,135.0,0,0,0,0,0,0,Hot Rolling Mill-03,1.03
402,HRM-03R6,H,304.9,314.3,1287,62.1,202.0,0,0,0,0,0,0,Hot Rolling Mill-03,0.92
461,HRM-03R7,H,307.92,330.9,1268,78.47,294.6,1,0,1,0,0,0,Hot Rolling Mill-03,5.01
38,HP-01R1,M,301.7,310.3,1533,40.7,121.0,0,0,0,0,0,0,Hydraulic Press-01,2.06
95,HP-01R2,M,300.9,309.7,1467,48.6,57.0,0,0,0,0,0,0,Hydraulic Press-01,1.52
149,HP-01R3,M,301.5,310.2,1626,45.8,77.0,0,0,0,0,0,0,Hydraulic Press-01,1.78
204,HP-01R4,M,301.0,310.1,1563,42.1,74.0,0,0,0,0,0,0,Hydraulic Press-01,0.39
257,HP-01R5,M,306.3,315.4,1200,77.5,221.0,1,1,0,0,0,0,Hydraulic Press-01,3.74
316,HP-01R6,M,301.4,310.7,1514,42.6,121.0,0,0,0,0,0,0,Hydraulic Press-01,2.22
368,HP-01R7,M,301.0,309.9,1504,44.1,122.0,0,0,0,0,0,0,Hydraulic Press-01,2.45
414,HP-01R8,M,299.6,309.3,1604,40.4,56.0,0,0,0,0,0,0,Hydraulic Press-01,1.73
465,HP-01R9,M,314.29,331.93,1217,92.62,342.57,1,0,0,1,0,0,Hydraulic Press-01,7.77
41,HP-02R1,M,305.76,323.83,1555,53.13,51.2,1,0,0,0,1,0,Hydraulic Press-02,3.27
96,HP-02R2,M,303.6,312.2,1421,51.2,164.0,0,0,0,0,0,0,Hydraulic Press-02,1.55
153,HP-02R3,M,305.7,314.7,1211,68.4,220.0,0,0,0,0,0,0,Hydraulic Press-02,1.75
206,HP-02R4,M,301.6,310.9,1500,40.0,89.0,0,0,0,0,0,0,Hydraulic Press-02,0.3
260,HP-02R5,M,299.6,309.3,1553,47.0,39.0,0,0,0,0,0,0,Hydraulic Press-02,1.13
320,HP-02R6,M,306.24,324.75,1597,62.85,156.03,1,0,0,1,0,0,Hydraulic Press-02,5.94
369,HP-02R7,M,303.8,312.9,1243,66.2,140.0,1,1,0,0,0,0,Hydraulic Press-02,2.13
417,HP-02R8,M,304.5,313.0,1266,67.1,141.0,1,1,0,0,0,0,Hydraulic Press-02,2.01
467,HP-02R9,M,305.0,314.3,1200,70.9,226.0,0,0,0,0,0,0,Hydraulic Press-02,0.87
30,LM-01R1,M,306.3,314.5,1200,71.1,235.0,0,0,0,0,0,0,Lathe Machine-01,0.59
80,LM-01R2,M,306.3,315.7,1200,78.4,215.0,1,1,0,0,0,0,Lathe Machine-01,3.68
141,LM-01R3,M,303.3,312.6,1418,52.7,164.0,0,0,0,0,0,0,Lathe Machine-01,1.32
186,LM-01R4,M,314.12,327.76,1336,68.18,252.34,1,0,1,0,0,0,Lathe Machine-01,4.82
245,LM-01R5,M,302.9,311.7,1351,60.9,110.0,1,0,0,1,0,0,Lathe Machine-01,2.57
303,LM-01R6,M,306.0,315.4,1200,70.9,234.0,0,0,0,0,0,0,Lathe Machine-01,1.45
358,LM-01R7,M,302.1,310.9,1512,44.7,123.0,0,0,0,0,0,0,Lathe Machine-01,2.03
397,LM-01R8,M,297.8,308.1,1700,35.5,15.0,0,0,0,0,0,0,Lathe Machine-01,1.59
455,LM-01R9,M,300.2,309.6,1554,38.3,59.0,0,0,0,0,0,0,Lathe Machine-01,1.63
34,LM-02R1,M,303.13,326.57,1565,48.84,143.61,1,1,0,0,0,0,Lathe Machine-02,6.46
89,LM-02R2,M,300.3,309.4,1606,45.1,46.0,0,0,0,0,0,0,Lathe Machine-02,0.61
143,LM-02R3,M,306.2,315.7,1200,77.8,216.0,1,1,0,0,0,0,Lathe Machine-02,3.94
194,LM-02R4,M,299.2,309.8,1510,47.4,40.0,0,0,0,0,0,0,Lathe Machine-02,1.29
248,LM-02R5,M,303.5,312.7,1377,52.9,168.0,0,0,0,0,0,0,Lathe Machine-02,0.3
308,LM-02R6,M,302.7,311.6,1404,51.7,152.0,0,0,0,0,0,0,Lathe Machine-02,1.21
359,LM-02R7,M,298.5,308.3,1610,34.6,18.0,0,0,0,0,0,0,Lathe Machine-02,1.57
399,LM-02R8,M,311.48,317.32,1420,75.62,259.29,1,0,0,0,1,0,Lathe Machine-02,6.97
457,LM-02R9,M,302.4,311.7,1427,48.1,144.0,0,0,0,0,0,0,Lathe Machine-02,2.07
35,LM-03R1,M,299.9,309.6,1655,43.0,51.0,0,0,0,0,0,0,Lathe Machine-03,1.4
90,LM-03R2,M,298.2,309.1,1548,43.0,0.0,0,0,0,0,0,0,Lathe Machine-03,1.27
146,LM-03R3,M,306.3,314.5,1200,71.1,235.0,0,0,0,0,0,0,Lathe Machine-03,1.0
197,LM-03R4,M,300.9,310.5,1634,48.9,74.0,0,0,0,0,0,0,Lathe Machine-03,1.09
253,LM-03R5,M,303.1,312.5,1380,58.1,176.0,0,0,0,0,0,0,Lathe Machine-03,1.47
315,LM-03R6,M,298.6,309.4,1614,39.8,16.0,0,0,0,0,0,0,Lathe Machine-03,1.49
365,LM-03R7,M,306.1,315.6,1200,78.7,199.0,1,0,0,1,1,0,Lathe Machine-03,3.26
407,LM-03R8,M,303.1,311.3,1323,56.8,117.0,1,0,0,1,0,0,Lathe Machine-03,1.75
460,LM-03R9,M,298.6,308.5,1554,43.7,0.0,0,0,0,0,0,0,Lathe Machine-03,1.15
55,LK-01R1,H,299.6,309.2,1563,45.7,35.0,0,0,0,0,0,0,Lime Kiln-01,0.81
130,LK-01R2,H,303.6,312.5,1272,64.7,129.0,1,0,1,1,0,0,Lime Kiln-01,4.27
211,LK-01R3,H,299.8,309.1,1528,45.8,40.0,0,0,0,0,0,0,Lime Kiln-01,0.58
297,LK-01R4,H,301.2,310.5,1596,46.6,71.0,0,0,0,0,0,0,Lime Kiln-01,0.44
362,LK-01R5,H,309.92,316.89,1484,56.69,222.89,1,0,0,0,0,1,Lime Kiln-01,7.84
428,LK-01R6,H,301.3,310.2,1404,45.7,72.0,0,0,0,0,0,0,Lime Kiln-01,1.77
481,LK-01R7,H,304.8,314.3,1252,61.6,203.0,0,0,0,0,0,0,Lime Kiln-01,1.75
56,LK-02R1,H,299.9,309.4,1604,35.3,52.0,0,0,0,0,0,0,Lime Kiln-02,0.72
131,LK-02R2,H,299.5,309.4,1460,43.5,31.0,0,0,0,0,0,0,Lime Kiln-02,0.68
217,LK-02R3,H,304.8,313.7,1290,60.5,198.0,0,0,0,0,0,0,Lime Kiln-02,0.96
302,LK-02R4,H,304.8,313.8,1283,62.7,204.0,0,0,0,0,0,0,Lime Kiln-02,0.61
363,LK-02R5,H,303.9,313.7,1292,57.7,183.0,0,0,0,0,0,0,Lime Kiln-02,0.41
434,LK-02R6,H,301.7,310.6,1564,41.4,130.0,0,0,0,0,0,0,Lime Kiln-02,2.0
483,LK-02R7,H,313.07,321.82,1242,78.65,263.67,1,0,0,0,0,1,Lime Kiln-02,6.8
15,MM-01R1,L,305.6,314.3,1231,65.0,218.0,0,0,0,0,0,0,Milling Machine-01,1.39
75,MM-01R2,L,309.08,323.55,1582,67.83,188.56,1,1,0,0,0,0,Milling Machine-01,3.63
124,MM-01R3,L,299.7,308.9,1639,36.9,28.0,0,0,0,0,0,0,Milling Machine-01,2.33
177,MM-01R4,L,302.6,310.9,1381,54.2,116.0,0,0,0,0,0,0,Milling Machine-01,0.49
226,MM-01R5,L,300.1,309.9,1580,42.2,67.0,0,0,0,0,0,0,Milling Machine-01,0.3
269,MM-01R6,L,304.9,313.7,1250,58.8,193.0,0,0,0,0,0,0,Milling Machine-01,0.97
321,MM-01R7,L,303.1,311.8,1200,61.7,127.0,1,0,0,0,1,0,Milling Machine-01,5.2
404,MM-01R8,L,298.0,308.9,1539,40.3,16.0,0,0,0,0,0,0,Milling Machine-01,1.6
470,MM-01R9,L,299.9,308.9,1629,40.3,23.0,0,0,0,0,0,0,Milling Machine-01,0.68
18,MM-02R1,L,297.8,308.2,1500,48.8,3.0,0,0,0,0,0,0,Milling Machine-02,1.6
77,MM-02R2,L,304.8,313.3,1281,60.8,191.0,0,0,0,0,0,0,Milling Machine-02,1.36
125,MM-02R3,L,303.9,312.8,1398,52.5,165.0,0,0,0,0,0,0,Milling Machine-02,1.79
180,MM-02R4,L,300.0,308.7,1647,37.6,28.0,0,0,0,0,0,0,Milling Machine-02,0.93
228,MM-02R5,L,302.3,317.17,1445,67.88,123.14,1,0,0,0,0,1,Milling Machine-02,6.79
270,MM-02R6,L,302.6,311.5,1475,45.5,145.0,0,0,0,0,0,0,Milling Machine-02,1.05
325,MM-02R7,L,304.9,314.4,1200,73.1,173.0,1,1,1,0,0,0,Milling Machine-02,3.71
409,MM-02R8,L,305.1,314.3,1225,64.7,225.0,0,0,0,0,0,0,Milling Machine-02,1.44
474,MM-02R9,L,304.55,325.88,1640,61.35,123.48,1,0,0,0,0,1,Milling Machine-02,4.43
22,MM-03R1,L,304.7,314.2,1203,66.0,214.0,0,0,0,0,0,0,Milling Machine-03,1.75
79,MM-03R2,L,305.6,318.63,1600,65.14,116.56,1,0,0,0,0,1,Milling Machine-03,4.56
128,MM-03R3,L,302.7,311.4,1426,47.7,146.0,0,0,0,0,0,0,Milling Machine-03,0.32
182,MM-03R4,L,298.5,308.8,1451,40.4,10.0,0,0,0,0,0,0,Milling Machine-03,1.31
229,MM-03R5,L,298.2,309.1,1555,39.1,16.0,0,0,0,0,0,0,Milling Machine-03,1.2
276,MM-03R6,L,304.2,313.5,1275,59.3,197.0,0,0,0,0,0,0,Milling Machine-03,1.7
327,MM-03R7,L,302.48,320.54,1553,61.55,103.42,1,0,1,0,0,0,Milling Machine-03,4.64
412,MM-03R8,L,304.2,313.6,1254,57.1,192.0,0,0,0,0,0,0,Milling Machine-03,1.98
479,MM-03R9,L,298.2,309.1,1393,38.9,1.0,0,0,0,0,0,0,Milling Machine-03,1.52
60,OSM-01R1,H,301.3,310.3,1456,47.5,72.0,0,0,0,0,0,0,Ore Sintering Machine-01,2.36
134,OSM-01R2,H,310.29,323.23,1527,55.94,241.6,1,0,0,0,0,1,Ore Sintering Machine-01,5.56
218,OSM-01R3,H,300.2,309.0,1623,43.0,51.0,0,0,0,0,0,0,Ore Sintering Machine-01,2.04
304,OSM-01R4,H,302.1,311.3,1425,48.0,92.0,0,0,0,0,0,0,Ore Sintering Machine-01,1.47
364,OSM-01R5,H,305.5,315.1,1200,69.6,234.0,0,0,0,0,0,0,Ore Sintering Machine-01,0.89
437,OSM-01R6,H,302.99,318.91,1608,63.12,143.59,1,0,0,0,0,1,Ore Sintering Machine-01,5.17
485,OSM-01R7,H,311.09,318.87,1256,80.45,241.65,1,0,1,0,0,0,Ore Sintering Machine-01,7.31
64,OSM-02R1,H,302.8,312.3,1444,50.6,158.0,0,0,0,0,0,0,Ore Sintering Machine-02,1.31
142,OSM-02R2,H,305.7,314.4,1200,76.2,189.0,1,0,1,0,1,0,Ore Sintering Machine-02,4.32
233,OSM-02R3,H,299.8,309.2,1412,45.1,33.0,0,0,0,0,0,0,Ore Sintering Machine-02,0.71
307,OSM-02R4,H,305.5,314.4,1202,70.1,232.0,0,0,0,0,0,0,Ore Sintering Machine-02,1.62
367,OSM-02R5,H,301.8,311.2,1525,47.4,134.0,0,0,0,0,0,0,Ore Sintering Machine-02,0.41
440,OSM-02R6,H,304.5,313.1,1363,56.5,174.0,0,0,0,0,0,0,Ore Sintering Machine-02,1.27
487,OSM-02R7,H,305.5,314.5,1200,72.6,192.0,1,0,1,0,1,0,Ore Sintering Machine-02,4.28
47,PSU-01R1,L,304.2,314.0,1271,61.8,192.0,0,0,0,0,0,0,Pellet Screening Unit-01,1.19
97,PSU-01R2,L,297.4,308.6,1441,42.8,11.0,0,0,0,0,0,0,Pellet Screening Unit-01,1.28
155,PSU-01R3,L,302.4,311.2,1511,45.0,140.0,0,0,0,0,0,0,Pellet Screening Unit-01,0.33
200,PSU-01R4,L,298.7,308.8,1390,46.2,4.0,0,0,0,0,0,0,Pellet Screening Unit-01,1.95
246,PSU-01R5,L,307.3,316.6,1200,82.6,248.0,1,0,0,0,1,0,Pellet Screening Unit-01,3.75
300,PSU-01R6,L,299.7,309.3,1474,44.5,42.0,0,0,0,0,0,0,Pellet Screening Unit-01,1.03
366,PSU-01R7,L,299.5,309.0,1639,42.5,29.0,0,0,0,0,0,0,Pellet Screening Unit-01,1.55
438,PSU-01R8,L,299.9,309.8,1565,49.7,43.0,0,0,0,0,0,0,Pellet Screening Unit-01,0.99
51,PSU-02R1,L,300.4,309.9,1549,45.6,60.0,0,0,0,0,0,0,Pellet Screening Unit-02,0.87
99,PSU-02R2,L,302.4,311.4,1496,49.0,149.0,0,0,0,0,0,0,Pellet Screening Unit-02,1.14
156,PSU-02R3,L,304.2,312.5,1396,53.7,174.0,0,0,0,0,0,0,Pellet Screening Unit-02,1.24
202,PSU-02R4,L,299.8,308.5,1605,34.0,25.0,0,0,0,0,0,0,Pellet Screening Unit-02,2.23
250,PSU-02R5,L,314.81,321.2,1237,76.95,293.61,1,0,0,0,0,1,Pellet Screening Unit-02,6.93
305,PSU-02R6,L,307.2,316.3,1200,84.7,234.0,1,0,0,0,1,0,Pellet Screening Unit-02,4.42
373,PSU-02R7,L,298.1,308.1,1474,48.0,5.0,0,0,0,0,0,0,Pellet Screening Unit-02,1.62
442,PSU-02R8,L,299.1,309.2,1587,39.9,26.0,0,0,0,0,0,0,Pellet Screening Unit-02,0.96
43,SS-01R1,L,305.4,314.4,1217,62.4,215.0,0,0,0,0,0,0,Scrap Shredder-01,1.26
93,SS-01R2,L,300.3,308.6,1573,40.7,44.0,0,0,0,0,0,0,Scrap Shredder-01,0.96
144,SS-01R3,L,304.7,313.7,1284,60.8,197.0,0,0,0,0,0,0,Scrap Shredder-01,0.91
198,SS-01R4,L,303.3,312.4,1376,53.0,163.0,0,0,0,0,0,0,Scrap Shredder-01,2.23
242,SS-01R5,L,303.9,312.7,1389,51.7,163.0,0,0,0,0,0,0,Scrap Shredder-01,2.36
298,SS-01R6,L,304.0,317.38,1580,64.54,127.98,1,0,1,0,0,0,Scrap Shredder-01,3.2
357,SS-01R7,L,302.2,311.2,1391,52.3,117.0,0,0,0,0,0,0,Scrap Shredder-01,0.51
429,SS-01R8,L,305.3,314.0,1201,66.2,218.0,0,0,0,0,0,0,Scrap Shredder-01,0.93
498,SS-01R9,L,299.6,308.7,1633,35.4,23.0,0,0,0,0,0,0,Scrap Shredder-01,2.27
45,SS-02R1,L,304.3,313.4,1326,59.5,185.0,0,0,0,0,0,0,Scrap Shredder-02,1.12
94,SS-02R2,L,302.3,312.4,1322,60.2,115.0,1,0,0,0,1,0,Scrap Shredder-02,5.05
148,SS-02R3,L,302.0,310.5,1506,46.6,117.0,0,0,0,0,0,0,Scrap Shredder-02,0.89
199,SS-02R4,L,299.9,308.7,1422,48.1,38.0,0,0,0,0,0,0,Scrap Shredder-02,1.35
244,SS-02R5,L,302.9,312.6,1420,52.7,163.0,0,0,0,0,0,0,Scrap Shredder-02,2.12
299,SS-02R6,L,303.3,311.9,1249,63.1,130.0,1,0,0,0,1,0,Scrap Shredder-02,4.9
360,SS-02R7,L,300.1,309.3,1428,47.9,42.0,0,0,0,0,0,0,Scrap Shredder-02,1.57
433,SS-02R8,L,301.9,309.7,1509,43.3,118.0,0,0,0,0,0,0,Scrap Shredder-02,1.87
36,SC-01R1,H,299.6,308.9,1468,43.3,30.0,0,0,0,0,0,0,Slab Caster-01,0.62
108,SC-01R2,H,299.4,309.0,1414,46.3,25.0,0,0,0,0,0,0,Slab Caster-01,1.16
196,SC-01R3,H,299.7,309.9,1642,41.3,51.0,0,0,0,0,0,0,Slab Caster-01,1.75
286,SC-01R4,H,305.3,314.5,1200,71.9,237.0,0,0,0,0,0,0,Slab Caster-01,1.75
353,SC-01R5,H,299.6,309.3,1563,41.4,31.0,0,0,0,0,0,0,Slab Caster-01,1.23
411,SC-01R6,H,301.8,310.8,1519,44.5,129.0,0,0,0,0,0,0,Slab Caster-01,0.64
473,SC-01R7,H,299.8,309.0,1565,40.0,33.0,0,0,0,0,0,0,Slab Caster-01,0.3
39,SC-02R1,H,299.6,309.1,1447,43.3,31.0,0,0,0,0,0,0,Slab Caster-02,0.3
112,SC-02R2,H,305.7,314.7,1200,67.7,232.0,0,0,0,0,0,0,Slab Caster-02,0.99
201,SC-02R3,H,305.9,314.7,1200,71.6,191.0,1,0,1,0,1,0,Slab Caster-02,4.03
289,SC-02R4,H,304.4,313.3,1200,67.0,160.0,1,0,0,1,1,0,Slab Caster-02,2.08
355,SC-02R5,H,301.8,311.0,1532,43.5,132.0,0,0,0,0,0,0,Slab Caster-02,0.43
418,SC-02R6,H,305.6,314.8,1200,68.7,235.0,0,0,0,0,0,0,Slab Caster-02,1.39
475,SC-02R7,H,301.2,310.2,1581,44.8,72.0,0,0,0,0,0,0,Slab Caster-02,0.85
40,TL-01R1,H,303.3,312.3,1245,63.4,128.0,1,0,1,1,0,0,Torpedo Ladle-01,4.52
116,TL-01R2,H,304.9,314.4,1303,64.7,206.0,0,0,0,0,0,0,Torpedo Ladle-01,1.45
205,TL-01R3,H,304.2,313.0,1255,67.7,159.0,1,0,0,1,1,0,Torpedo Ladle-01,2.21
290,TL-01R4,H,300.8,310.6,1425,46.0,78.0,0,0,0,0,0,0,Torpedo Ladle-01,1.63
356,TL-01R5,H,304.5,313.6,1300,63.4,203.0,0,0,0,0,0,0,Torpedo Ladle-01,1.36
424,TL-01R6,H,299.9,309.1,1557,44.2,37.0,0,0,0,0,0,0,Torpedo Ladle-01,1.31
476,TL-01R7,H,302.7,312.3,1453,51.2,157.0,0,0,0,0,0,0,Torpedo Ladle-01,1.56
50,TL-02R1,H,305.9,314.6,1200,70.5,234.0,0,0,0,0,0,0,Torpedo Ladle-02,1.53
